Ano,Mes,Codigo distrito,Codigo zona,Nit cliente,Codigo tipo,Codigo linea,Codigo grupo,Codigo calidad,Gerente,Línea CAM,Ventas,Codigo distrito-zona,Anomaly,Anomaly_Score
2021,9,75,67,828002423,301,5,12,999,Outsourcing de proveeduría,Outsourcing de proveeduría,1415760.0000,75-67,1,0.04364062024078125
2021,10,75,67,828002423,301,5,12,13,Outsourcing de proveeduría,Outsourcing de proveeduría,4878034.0000,75-67,1,0.041332641816282434
2021,10,75,67,828002423,301,5,12,999,Outsourcing de proveeduría,Outsourcing de proveeduría,856392.0000,75-67,1,0.05549154350173263
2021,10,75,67,891101577,220,150,66,80,Prodispel,Formas especiales,40633000.0000,75-67,1,0.04462063799321453
2021,10,75,67,891180001,220,150,66,52,Prodispel,Formas especiales,24400000.0000,75-67,1,0.04295328597374465
2021,12,75,67,828002423,301,5,12,999,Outsourcing de proveeduría,Outsourcing de proveeduría,1301107.0000,75-67,1,0.04386336378761524
2022,2,75,67,828002423,301,5,12,999,Outsourcing de proveeduría,Outsourcing de proveeduría,1822451.0000,75-67,1,0.04551797198485169
2022,3,75,67,828002423,301,5,12,999,Outsourcing de proveeduría,Outsourcing de proveeduría,2100974.0000,75-67,1,0.051774266551281645
2022,5,75,67,828002423,301,5,12,999,Outsourcing de proveeduría,Outsourcing de proveeduría,3644337.0000,75-67,1,0.04332007417119077
2022,8,75,67,828002423,301,5,12,999,Outsourcing de proveeduría,Outsourcing de proveeduría,3071281.0000,75-67,1,0.042641477966592845
2022,12,75,67,828002423,301,5,12,999,Outsourcing de proveeduría,Outsourcing de proveeduría,1892245.0000,75-67,1,0.04230700674582838
