Ano,Mes,Codigo distrito,Codigo zona,Nit cliente,Codigo tipo,Codigo linea,Codigo grupo,Codigo calidad,Gerente,Línea CAM,Ventas,Codigo distrito-zona,Anomaly,Anomaly_Score
2021,12,50,96,890106280,305,200,2,291,Colaboración electrónica,Recurrente Fact-e,490490.0000,50-96,1,0.04952650999260949
2021,12,50,96,900102315,101,1,1,1,Papel para escritura,Bond,1913000.0000,50-96,1,0.11253157170714806
2021,12,50,96,900102315,220,116,66,1,Prodispel,Formas de linea,279620.0000,50-96,1,0.07126851427755748
2022,1,50,96,860508791,220,116,66,1,Prodispel,Formas de linea,160512.0000,50-96,1,0.04109777970060552
2022,3,50,96,900102315,101,1,1,1,Papel para escritura,Bond,1089000.0000,50-96,1,0.056833866866754346
2022,4,50,96,860508791,220,116,66,1,Prodispel,Formas de linea,182400.0000,50-96,1,0.04256856450657204
2022,4,50,96,900102315,101,1,1,1,Papel para escritura,Bond,3267000.0000,50-96,1,0.07037780943076705
2022,4,50,96,900403670,210,112,66,220,Prodispel,Sobres de linea,63181.5000,50-96,1,0.040137789508702226
2022,4,50,96,901177521,210,112,66,220,Prodispel,Sobres de linea,12200.0000,50-96,1,0.040137789508702226
2022,5,50,96,900102315,101,1,1,1,Papel para escritura,Bond,871200.0000,50-96,1,0.060359796214187134
2022,6,50,96,900102315,101,1,1,1,Papel para escritura,Bond,3228300.0000,50-96,1,0.059614878903633206
2022,7,50,96,900102315,101,1,1,1,Papel para escritura,Bond,2139300.0000,50-96,1,0.06195696065889561
2022,8,50,96,900102315,101,1,1,1,Papel para escritura,Bond,2377000.0000,50-96,1,0.06694252899940539
2022,9,50,96,802024752,210,112,66,220,Prodispel,Sobres de linea,8906.0000,50-96,1,0.04685643619204799
2022,9,50,96,860508791,220,116,66,1,Prodispel,Formas de linea,182400.0000,50-96,1,0.04002293256728778
2022,9,50,96,900102315,101,1,1,1,Papel para escritura,Bond,2139300.0000,50-96,1,0.07714237585945155
2022,10,50,96,900102315,101,1,1,1,Papel para escritura,Bond,2377000.0000,50-96,1,0.07400606274753546
2022,11,50,96,860508791,220,116,66,1,Prodispel,Formas de linea,182400.0000,50-96,1,0.04787006131337673
2022,11,50,96,900102315,101,1,1,1,Papel para escritura,Bond,2852400.0000,50-96,1,0.0656002270483404
2022,12,50,96,900102315,101,1,1,1,Papel para escritura,Bond,2134400.0000,50-96,1,0.06125488004632956
