Codigo distrito,Nombre tipo zona,Nit cliente-sucursal,Recency,Monetary,Frequency,Distrito-Nombretipozona,Cluster
40,V Industria,1017155677-1,23,181,1,40-V Industria,Cluster 0
40,V Industria,1020423328-1,16,116,1,40-V Industria,Cluster 0
40,V Industria,1035873412-1,22,1015,9,40-V Industria,Cluster 0
40,V Industria,1036610194-1,8,223,1,40-V Industria,Cluster 0
40,V Industria,1037584067-1,24,946,2,40-V Industria,Cluster 0
40,V Industria,1037629502-1,21,390,1,40-V Industria,Cluster 0
40,V Industria,1038412282-1,10,665,1,40-V Industria,Cluster 0
40,V Industria,1108768235-1,9,177,1,40-V Industria,Cluster 0
40,V Industria,1152219493-1,6,90,1,40-V Industria,Cluster 0
40,V Industria,21715078-1,23,142,1,40-V Industria,Cluster 0
40,V Industria,30313747-1,10,182,1,40-V Industria,Cluster 0
40,V Industria,32319969-1,8,95,1,40-V Industria,Cluster 0
40,V Industria,43254345-1,8,227,1,40-V Industria,Cluster 0
40,V Industria,43279280-1,23,324,6,40-V Industria,Cluster 0
40,V Industria,43828582-1,9,1928,1,40-V Industria,Cluster 0
40,V Industria,70757046-1,20,14810,9,40-V Industria,Cluster 2
40,V Industria,71614484-1,15,263,1,40-V Industria,Cluster 0
40,V Industria,71662986-1,21,298,3,40-V Industria,Cluster 0
40,V Industria,800042591-1,16,138,1,40-V Industria,Cluster 0
40,V Industria,800086996-1,14,2958,1,40-V Industria,Cluster 0
40,V Industria,800093320-1,24,23497,10,40-V Industria,Cluster 2
40,V Industria,800116299-1,23,93579,13,40-V Industria,Cluster 3
40,V Industria,800205216-1,10,546,1,40-V Industria,Cluster 0
40,V Industria,800229063-1,23,83670,23,40-V Industria,Cluster 1
40,V Industria,8038307-1,22,362,1,40-V Industria,Cluster 0
40,V Industria,807001597-1,23,269,2,40-V Industria,Cluster 0
40,V Industria,811007204-1,24,6057,5,40-V Industria,Cluster 0
40,V Industria,811007873-1,24,481,4,40-V Industria,Cluster 0
40,V Industria,811008383-1,24,4000,1,40-V Industria,Cluster 0
40,V Industria,811013524-1,21,368,3,40-V Industria,Cluster 0
40,V Industria,811015620-1,20,1099,3,40-V Industria,Cluster 0
40,V Industria,811017434-1,24,22378,23,40-V Industria,Cluster 2
40,V Industria,811020078-1,22,19340,16,40-V Industria,Cluster 2
40,V Industria,811025149-1,13,106,1,40-V Industria,Cluster 0
40,V Industria,811025582-1,17,80,1,40-V Industria,Cluster 0
40,V Industria,811034480-1,24,4324,4,40-V Industria,Cluster 0
40,V Industria,811037075-1,24,30003,17,40-V Industria,Cluster 2
40,V Industria,811037554-1,24,48516,11,40-V Industria,Cluster 4
40,V Industria,8129593-1,18,1249,1,40-V Industria,Cluster 0
40,V Industria,821000169-1,23,1499,2,40-V Industria,Cluster 0
40,V Industria,860001697-1,24,23843,4,40-V Industria,Cluster 2
40,V Industria,860003012-1,24,62598,17,40-V Industria,Cluster 4
40,V Industria,860005265-1,23,9286,3,40-V Industria,Cluster 0
40,V Industria,860508392-1,21,74305,10,40-V Industria,Cluster 1
40,V Industria,890900375-1,24,312,1,40-V Industria,Cluster 0
40,V Industria,890900402-1,24,3709,7,40-V Industria,Cluster 0
40,V Industria,890900486-1,24,5013,16,40-V Industria,Cluster 0
40,V Industria,890903939-1,23,2414,2,40-V Industria,Cluster 0
40,V Industria,890904835-1,20,410,3,40-V Industria,Cluster 0
40,V Industria,890906397-1,21,4896,3,40-V Industria,Cluster 0
40,V Industria,890909001-1,23,3174,4,40-V Industria,Cluster 0
40,V Industria,890916269-1,15,10152,7,40-V Industria,Cluster 0
40,V Industria,890918974-1,22,2417,1,40-V Industria,Cluster 0
40,V Industria,890919437-1,24,92442,17,40-V Industria,Cluster 3
40,V Industria,890920879-1,24,6727,19,40-V Industria,Cluster 0
40,V Industria,890922294-1,24,101657,15,40-V Industria,Cluster 3
40,V Industria,890926257-1,19,4181,3,40-V Industria,Cluster 0
