Codigo distrito,Nombre tipo zona,Nit cliente-sucursal,Recency,Monetary,Frequency,Distrito-Nombretipozona,Cluster
10,V SyE,35320103-1,11,2183,3,10-V SyE,Cluster 0
10,V SyE,74280431-1,21,1322,4,10-V SyE,Cluster 0
10,V SyE,79142091-1,24,2942,24,10-V SyE,Cluster 0
10,V SyE,79965882-1,23,3786,3,10-V SyE,Cluster 0
10,V SyE,800002143-1,24,80504,22,10-V SyE,Cluster 4
10,V SyE,800002633-1,24,11592,21,10-V SyE,Cluster 0
10,V SyE,800002695-1,24,299,1,10-V SyE,Cluster 0
10,V SyE,800003765-1,24,1494733,21,10-V SyE,Cluster 1
10,V SyE,800006509-1,24,14916,24,10-V SyE,Cluster 0
10,V SyE,800016635-1,24,32096,3,10-V SyE,Cluster 0
10,V SyE,800017308-1,24,46734,21,10-V SyE,Cluster 0
10,V SyE,800020449-1,2,404,1,10-V SyE,Cluster 0
10,V SyE,800026920-1,24,346,10,10-V SyE,Cluster 0
10,V SyE,800029838-1,11,3300,1,10-V SyE,Cluster 0
10,V SyE,800032418-1,24,7946,21,10-V SyE,Cluster 0
10,V SyE,800036578-1,24,21864,1,10-V SyE,Cluster 0
10,V SyE,800065396-1,24,2649270,24,10-V SyE,Cluster 2
10,V SyE,800066001-1,6,42896,6,10-V SyE,Cluster 0
10,V SyE,800090799-2,3,2276,2,10-V SyE,Cluster 0
10,V SyE,800098971-1,23,150,1,10-V SyE,Cluster 0
10,V SyE,800102083-1,21,9390,1,10-V SyE,Cluster 0
10,V SyE,800106339-1,22,85572,11,10-V SyE,Cluster 4
10,V SyE,800108292-1,18,5247,2,10-V SyE,Cluster 0
10,V SyE,800116217-1,23,27135,10,10-V SyE,Cluster 0
10,V SyE,800117564-1,24,106563,15,10-V SyE,Cluster 4
10,V SyE,800126785-1,24,162338,24,10-V SyE,Cluster 4
10,V SyE,800130907-1,17,5850,2,10-V SyE,Cluster 0
10,V SyE,800137104-1,23,2049,2,10-V SyE,Cluster 0
10,V SyE,800143557-1,23,3749,3,10-V SyE,Cluster 0
10,V SyE,800151064-1,21,30092,6,10-V SyE,Cluster 0
10,V SyE,800167228-1,10,61,1,10-V SyE,Cluster 0
10,V SyE,800174851-1,24,60872,5,10-V SyE,Cluster 0
10,V SyE,800176983-1,22,1428,5,10-V SyE,Cluster 0
10,V SyE,800180553-1,24,23320,17,10-V SyE,Cluster 0
10,V SyE,800196414-1,22,2003,4,10-V SyE,Cluster 0
10,V SyE,800201426-1,23,5801,12,10-V SyE,Cluster 0
10,V SyE,800201496-1,23,2909,3,10-V SyE,Cluster 0
10,V SyE,800210375-1,7,42161,7,10-V SyE,Cluster 0
10,V SyE,800215465-1,24,91782,24,10-V SyE,Cluster 4
10,V SyE,800216958-1,24,6244,23,10-V SyE,Cluster 0
10,V SyE,800219532-1,24,8417,21,10-V SyE,Cluster 0
10,V SyE,800222357-1,3,6862,2,10-V SyE,Cluster 0
10,V SyE,800227072-1,24,123515,5,10-V SyE,Cluster 4
10,V SyE,800229404-1,23,6154,4,10-V SyE,Cluster 0
10,V SyE,800231602-1,24,47257,10,10-V SyE,Cluster 0
10,V SyE,804001890-1,22,18174,10,10-V SyE,Cluster 0
10,V SyE,814003448-1,24,32646,4,10-V SyE,Cluster 0
10,V SyE,830003564-1,24,135185,11,10-V SyE,Cluster 4
