Codigo distrito,Nombre tipo zona,Nit cliente-sucursal,Recency,Monetary,Frequency,Distrito-Nombretipozona,Cluster
20,Institucional,1017162682-1,23,4937,3,20-Institucional,Cluster 0
20,Institucional,10720814-1,21,3184,6,20-Institucional,Cluster 0
20,Institucional,1107525140-1,21,1505,1,20-Institucional,Cluster 0
20,Institucional,1113516878-1,14,10601,1,20-Institucional,Cluster 0
20,Institucional,1113525323-1,23,2034,4,20-Institucional,Cluster 0
20,Institucional,1113620490-1,20,17801,2,20-Institucional,Cluster 0
20,Institucional,1113626701-1,20,38800,3,20-Institucional,Cluster 0
20,Institucional,1113629997-1,24,9160,20,20-Institucional,Cluster 0
20,Institucional,1113652389-1,9,84,1,20-Institucional,Cluster 0
20,Institucional,1118283356-1,23,1076,2,20-Institucional,Cluster 0
20,Institucional,1130589228-1,19,10100,4,20-Institucional,Cluster 0
20,Institucional,1130648944-1,24,4411,7,20-Institucional,Cluster 0
20,Institucional,1130664874-1,23,43138,21,20-Institucional,Cluster 3
20,Institucional,1130672304-1,23,74220,6,20-Institucional,Cluster 3
20,Institucional,1143838167-1,13,393,1,20-Institucional,Cluster 0
20,Institucional,1143871197-1,5,2559,4,20-Institucional,Cluster 0
20,Institucional,1144031333-1,12,1125,1,20-Institucional,Cluster 0
20,Institucional,1144050588-1,24,26560,21,20-Institucional,Cluster 0
20,Institucional,1151948462-1,24,2079,2,20-Institucional,Cluster 0
20,Institucional,12967827-1,19,14507,3,20-Institucional,Cluster 0
20,Institucional,12980919-1,24,10285,17,20-Institucional,Cluster 0
20,Institucional,14240301-1,16,270,1,20-Institucional,Cluster 0
20,Institucional,14980903-1,21,20542,21,20-Institucional,Cluster 0
20,Institucional,15811218-1,24,1375,2,20-Institucional,Cluster 0
20,Institucional,16252139-1,23,25041,18,20-Institucional,Cluster 0
20,Institucional,16252187-1,23,16341,13,20-Institucional,Cluster 0
20,Institucional,16256198-1,24,1165,1,20-Institucional,Cluster 0
20,Institucional,16259416-1,23,86885,8,20-Institucional,Cluster 3
20,Institucional,16278655-1,3,1075,2,20-Institucional,Cluster 0
20,Institucional,16288675-1,23,15591,6,20-Institucional,Cluster 0
20,Institucional,16350867-1,23,14198,11,20-Institucional,Cluster 0
20,Institucional,16449522-1,23,20675,7,20-Institucional,Cluster 0
20,Institucional,16470728-1,20,166,1,20-Institucional,Cluster 0
20,Institucional,16535761-1,15,447,2,20-Institucional,Cluster 0
20,Institucional,16539640-1,24,17452,23,20-Institucional,Cluster 0
20,Institucional,16589725-1,24,22651,17,20-Institucional,Cluster 0
20,Institucional,16589986-1,24,33629,18,20-Institucional,Cluster 0
20,Institucional,16593216-1,24,4161,13,20-Institucional,Cluster 0
20,Institucional,16645572-1,24,18151,21,20-Institucional,Cluster 0
20,Institucional,16652544-1,24,102154,5,20-Institucional,Cluster 3
20,Institucional,16656253-1,24,1939,7,20-Institucional,Cluster 0
20,Institucional,16682914-1,24,65596,21,20-Institucional,Cluster 3
20,Institucional,16684542-1,24,6900,3,20-Institucional,Cluster 0
20,Institucional,16690289-1,21,8148,9,20-Institucional,Cluster 0
20,Institucional,16694502-1,22,16993,5,20-Institucional,Cluster 0
20,Institucional,16752063-1,24,762,4,20-Institucional,Cluster 0
20,Institucional,16763878-1,24,25032,9,20-Institucional,Cluster 0
20,Institucional,16822869-1,23,5390,5,20-Institucional,Cluster 0
20,Institucional,16828803-1,6,19851,6,20-Institucional,Cluster 0
20,Institucional,16856262-1,23,30417,18,20-Institucional,Cluster 0
20,Institucional,16858331-1,10,465,2,20-Institucional,Cluster 0
20,Institucional,16864937-1,11,1204,6,20-Institucional,Cluster 0
20,Institucional,16884492-1,24,60731,13,20-Institucional,Cluster 3
20,Institucional,16931306-1,20,194,3,20-Institucional,Cluster 0
20,Institucional,16933935-1,23,3765,2,20-Institucional,Cluster 0
20,Institucional,21778955-1,21,998,1,20-Institucional,Cluster 0
20,Institucional,25600282-1,3,180,1,20-Institucional,Cluster 0
20,Institucional,2597480-1,4,1207,2,20-Institucional,Cluster 0
20,Institucional,2688391-1,23,5307,16,20-Institucional,Cluster 0
20,Institucional,2878368-1,13,349,1,20-Institucional,Cluster 0
20,Institucional,29681113-1,15,814,2,20-Institucional,Cluster 0
20,Institucional,29682862-1,17,10437,15,20-Institucional,Cluster 0
20,Institucional,29704026-1,22,7385,13,20-Institucional,Cluster 0
20,Institucional,31149188-1,24,9656,13,20-Institucional,Cluster 0
20,Institucional,31153558-1,24,43755,24,20-Institucional,Cluster 3
20,Institucional,31164339-1,17,18231,3,20-Institucional,Cluster 0
20,Institucional,31245608-1,23,3620,5,20-Institucional,Cluster 0
20,Institucional,31273138-1,24,20755,16,20-Institucional,Cluster 0
20,Institucional,31276218-1,23,1851,4,20-Institucional,Cluster 0
20,Institucional,31279073-1,23,11622,19,20-Institucional,Cluster 0
20,Institucional,31283506-1,24,10724,18,20-Institucional,Cluster 0
20,Institucional,31471548-1,23,638,1,20-Institucional,Cluster 0
20,Institucional,31477758-1,4,160,1,20-Institucional,Cluster 0
20,Institucional,31567911-1,18,710,3,20-Institucional,Cluster 0
20,Institucional,31571966-1,22,4845,2,20-Institucional,Cluster 0
20,Institucional,31584465-1,23,5235,23,20-Institucional,Cluster 0
20,Institucional,31628951-1,14,3542,1,20-Institucional,Cluster 0
20,Institucional,31837101-1,9,2007,1,20-Institucional,Cluster 0
20,Institucional,31839940-1,24,10519,22,20-Institucional,Cluster 0
20,Institucional,31844288-1,23,3068,11,20-Institucional,Cluster 0
20,Institucional,31853541-1,22,4319,12,20-Institucional,Cluster 0
20,Institucional,31879127-2,17,7596,9,20-Institucional,Cluster 0
20,Institucional,31880133-1,23,1404,4,20-Institucional,Cluster 0
20,Institucional,31899472-1,24,22973,23,20-Institucional,Cluster 0
20,Institucional,31947816-1,20,7114,4,20-Institucional,Cluster 0
20,Institucional,31970987-1,21,740,3,20-Institucional,Cluster 0
20,Institucional,32142744-1,19,5878,3,20-Institucional,Cluster 0
20,Institucional,33700076-1,5,4280,4,20-Institucional,Cluster 0
20,Institucional,34525011-1,13,399,1,20-Institucional,Cluster 0
20,Institucional,38562972-1,16,58,4,20-Institucional,Cluster 0
20,Institucional,38641996-1,8,2566,3,20-Institucional,Cluster 0
20,Institucional,38666440-1,16,4830,2,20-Institucional,Cluster 0
20,Institucional,38859610-1,18,565,4,20-Institucional,Cluster 0
20,Institucional,38892566-1,23,411,1,20-Institucional,Cluster 0
20,Institucional,42681324-1,12,956,1,20-Institucional,Cluster 0
20,Institucional,4486102-1,19,9510,9,20-Institucional,Cluster 0
20,Institucional,5473800-1,22,20956,17,20-Institucional,Cluster 0
20,Institucional,6064073-1,15,10587,14,20-Institucional,Cluster 0
20,Institucional,6190941-1,22,1411,6,20-Institucional,Cluster 0
20,Institucional,6198826-1,1,998,1,20-Institucional,Cluster 0
20,Institucional,6283810-1,23,251111,17,20-Institucional,Cluster 2
20,Institucional,6315279-1,24,11034,16,20-Institucional,Cluster 0
20,Institucional,63284779-1,18,718,5,20-Institucional,Cluster 0
20,Institucional,6357332-1,3,2173,2,20-Institucional,Cluster 0
20,Institucional,65772397-1,23,5001,6,20-Institucional,Cluster 0
20,Institucional,66683874-1,23,5279,18,20-Institucional,Cluster 0
20,Institucional,66764844-1,16,431,3,20-Institucional,Cluster 0
20,Institucional,66772571-1,23,16769,16,20-Institucional,Cluster 0
20,Institucional,66780509-1,20,399,2,20-Institucional,Cluster 0
20,Institucional,66832146-1,23,42541,11,20-Institucional,Cluster 3
