Codigo distrito,Nombre tipo zona,Nit cliente-sucursal,Recency,Monetary,Frequency,Distrito-Nombretipozona,Cluster
10,Institucional,1010192779-1,15,140,1,10-Institucional,Cluster 0
10,Institucional,1010227343-1,14,2025,1,10-Institucional,Cluster 0
10,Institucional,1012344700-1,21,2376,1,10-Institucional,Cluster 0
10,Institucional,1013604629-1,3,1026,1,10-Institucional,Cluster 0
10,Institucional,1020803241-1,1,5250,1,10-Institucional,Cluster 0
10,Institucional,1020840946-1,16,1531,3,10-Institucional,Cluster 0
10,Institucional,1020842831-1,3,539,1,10-Institucional,Cluster 0
10,Institucional,1069712792-1,24,52439,13,10-Institucional,Cluster 0
10,Institucional,1070584640-1,21,313,1,10-Institucional,Cluster 0
10,Institucional,1120565309-1,13,798,1,10-Institucional,Cluster 0
10,Institucional,11384738-1,20,3365,3,10-Institucional,Cluster 0
10,Institucional,1149434032-1,19,3168,1,10-Institucional,Cluster 0
10,Institucional,13834363-1,24,48091,23,10-Institucional,Cluster 0
10,Institucional,13882143-1,5,936,4,10-Institucional,Cluster 0
10,Institucional,15521633-1,13,6201,9,10-Institucional,Cluster 0
10,Institucional,16885753-1,2,10,1,10-Institucional,Cluster 0
10,Institucional,17068260-1,8,3117,6,10-Institucional,Cluster 0
10,Institucional,17170377-1,10,248,1,10-Institucional,Cluster 0
10,Institucional,17176419-1,6,304,6,10-Institucional,Cluster 0
10,Institucional,17195600-2,19,7190,3,10-Institucional,Cluster 0
10,Institucional,19064902-1,16,480,1,10-Institucional,Cluster 0
10,Institucional,19133055-1,23,1194,1,10-Institucional,Cluster 0
10,Institucional,19197911-1,23,11242,18,10-Institucional,Cluster 0
10,Institucional,19220138-1,24,70177,8,10-Institucional,Cluster 0
10,Institucional,19247148-1,23,40458,11,10-Institucional,Cluster 0
10,Institucional,19362666-1,24,29264,21,10-Institucional,Cluster 0
10,Institucional,19385774-1,18,345,1,10-Institucional,Cluster 0
10,Institucional,19387160-1,24,5998,9,10-Institucional,Cluster 0
10,Institucional,19406875-1,11,30,2,10-Institucional,Cluster 0
10,Institucional,19411263-1,22,398,2,10-Institucional,Cluster 0
10,Institucional,19467281-1,7,484,1,10-Institucional,Cluster 0
10,Institucional,20384638-1,16,4157,7,10-Institucional,Cluster 0
10,Institucional,24059826-1,14,387,1,10-Institucional,Cluster 0
10,Institucional,2850772-1,24,9520,24,10-Institucional,Cluster 0
10,Institucional,3016494-1,24,1249,24,10-Institucional,Cluster 0
10,Institucional,31398514-1,11,96,1,10-Institucional,Cluster 0
10,Institucional,3153486-1,24,4037,8,10-Institucional,Cluster 0
10,Institucional,35529753-1,4,957,2,10-Institucional,Cluster 0
10,Institucional,37315832-1,24,2713,11,10-Institucional,Cluster 0
10,Institucional,39750435-1,17,8166,4,10-Institucional,Cluster 0
10,Institucional,39785076-1,24,1249,24,10-Institucional,Cluster 0
10,Institucional,41464810-1,5,965,2,10-Institucional,Cluster 0
10,Institucional,41653637-1,15,885,2,10-Institucional,Cluster 0
10,Institucional,41744318-1,24,5697,15,10-Institucional,Cluster 0
10,Institucional,41755164-1,17,106,2,10-Institucional,Cluster 0
10,Institucional,41763240-1,16,3124,3,10-Institucional,Cluster 0
10,Institucional,41930683-1,3,806,2,10-Institucional,Cluster 0
10,Institucional,43014496-1,24,8164,9,10-Institucional,Cluster 0
10,Institucional,46367719-1,16,1570,2,10-Institucional,Cluster 0
10,Institucional,49787703-1,18,681,3,10-Institucional,Cluster 0
10,Institucional,51678125-1,24,4153,11,10-Institucional,Cluster 0
10,Institucional,51811506-1,20,362,2,10-Institucional,Cluster 0
10,Institucional,51865494-1,15,860,2,10-Institucional,Cluster 0
10,Institucional,51933924-1,24,45558,9,10-Institucional,Cluster 0
10,Institucional,51948906-1,23,2242,2,10-Institucional,Cluster 0
10,Institucional,51975584-1,13,224,1,10-Institucional,Cluster 0
10,Institucional,52028563-1,3,341,2,10-Institucional,Cluster 0
10,Institucional,52077523-1,20,284,1,10-Institucional,Cluster 0
10,Institucional,52104811-1,23,600,1,10-Institucional,Cluster 0
10,Institucional,52159689-1,21,3278,6,10-Institucional,Cluster 0
10,Institucional,52175767-1,13,235,1,10-Institucional,Cluster 0
10,Institucional,52409865-1,17,732,2,10-Institucional,Cluster 0
10,Institucional,52421344-1,3,82,1,10-Institucional,Cluster 0
10,Institucional,52789573-1,22,24611,2,10-Institucional,Cluster 0
10,Institucional,52958179-1,24,650,2,10-Institucional,Cluster 0
10,Institucional,53049616-1,23,22895,6,10-Institucional,Cluster 0
10,Institucional,53051082-1,24,10328,2,10-Institucional,Cluster 0
10,Institucional,6769865-1,21,3157,1,10-Institucional,Cluster 0
10,Institucional,683051267-1,9,456,9,10-Institucional,Cluster 0
10,Institucional,70098967-1,11,206,1,10-Institucional,Cluster 0
10,Institucional,70546570-1,7,763,4,10-Institucional,Cluster 0
10,Institucional,71659926-1,23,4299,7,10-Institucional,Cluster 0
10,Institucional,79111391-1,14,2180,1,10-Institucional,Cluster 0
10,Institucional,79145674-1,24,2280,21,10-Institucional,Cluster 0
10,Institucional,79148977-1,3,277,1,10-Institucional,Cluster 0
10,Institucional,79187798-1,20,1374,4,10-Institucional,Cluster 0
10,Institucional,79374350-1,16,1400,3,10-Institucional,Cluster 0
10,Institucional,79397165-1,21,2164,4,10-Institucional,Cluster 0
10,Institucional,79399876-1,22,12274,4,10-Institucional,Cluster 0
10,Institucional,79503610-1,19,253,1,10-Institucional,Cluster 0
10,Institucional,79545597-1,1,446,1,10-Institucional,Cluster 0
10,Institucional,79564745-1,14,544,1,10-Institucional,Cluster 0
10,Institucional,79609701-1,24,44102,15,10-Institucional,Cluster 0
10,Institucional,79633753-1,23,9354,8,10-Institucional,Cluster 0
10,Institucional,79754591-1,17,270,1,10-Institucional,Cluster 0
10,Institucional,79778024-1,10,376,1,10-Institucional,Cluster 0
10,Institucional,79886401-1,24,5293,11,10-Institucional,Cluster 0
10,Institucional,79937809-1,9,1038,2,10-Institucional,Cluster 0
10,Institucional,800003781-1,22,13073,21,10-Institucional,Cluster 0
10,Institucional,800008910-1,24,1046,20,10-Institucional,Cluster 0
10,Institucional,800013331-1,6,1104,6,10-Institucional,Cluster 0
10,Institucional,800014506-1,8,341,1,10-Institucional,Cluster 0
10,Institucional,800014620-1,23,4398,1,10-Institucional,Cluster 0
10,Institucional,800014875-1,24,36085,24,10-Institucional,Cluster 0
10,Institucional,800018088-1,21,769,2,10-Institucional,Cluster 0
10,Institucional,800019615-1,17,7793,14,10-Institucional,Cluster 0
10,Institucional,800020706-1,19,155173,4,10-Institucional,Cluster 0
10,Institucional,800024711-1,6,2359,6,10-Institucional,Cluster 0
10,Institucional,800024797-1,21,10153,5,10-Institucional,Cluster 0
10,Institucional,800026212-1,19,125195,7,10-Institucional,Cluster 0
10,Institucional,800027662-1,22,1234,22,10-Institucional,Cluster 0
10,Institucional,800032970-1,21,184,1,10-Institucional,Cluster 0
10,Institucional,800033100-1,24,584,2,10-Institucional,Cluster 0
10,Institucional,800039439-1,24,15082,24,10-Institucional,Cluster 0
10,Institucional,800041787-1,24,15507,24,10-Institucional,Cluster 0
10,Institucional,800042671-1,18,3870,1,10-Institucional,Cluster 0
10,Institucional,800049083-1,20,929,3,10-Institucional,Cluster 0
10,Institucional,800051984-1,3,170,1,10-Institucional,Cluster 0
10,Institucional,800055116-1,24,82487,20,10-Institucional,Cluster 0
10,Institucional,800059080-1,23,6364,9,10-Institucional,Cluster 0
10,Institucional,800059785-1,23,65737,22,10-Institucional,Cluster 0
10,Institucional,800072172-1,2,9817,1,10-Institucional,Cluster 0
10,Institucional,800072347-1,19,14499,4,10-Institucional,Cluster 0
10,Institucional,800073847-2,18,6243,4,10-Institucional,Cluster 0
10,Institucional,800083903-1,7,190,1,10-Institucional,Cluster 0
10,Institucional,800084728-1,24,30939,24,10-Institucional,Cluster 0
10,Institucional,800094451-1,22,444,2,10-Institucional,Cluster 0
10,Institucional,800095940-1,10,608,1,10-Institucional,Cluster 0
10,Institucional,800096812-1,11,19797,3,10-Institucional,Cluster 0
10,Institucional,800101289-1,24,5159,18,10-Institucional,Cluster 0
10,Institucional,800105706-1,24,12194,24,10-Institucional,Cluster 0
10,Institucional,800106774-2,24,274841,13,10-Institucional,Cluster 0
10,Institucional,800110970-1,24,6140,21,10-Institucional,Cluster 0
10,Institucional,800111036-1,22,857,1,10-Institucional,Cluster 0
10,Institucional,800112214-1,24,852973,24,10-Institucional,Cluster 3
10,Institucional,800115378-1,18,28186,3,10-Institucional,Cluster 0
10,Institucional,800116249-1,24,15416,24,10-Institucional,Cluster 0
10,Institucional,800117192-1,20,504,1,10-Institucional,Cluster 0
10,Institucional,800118776-1,23,9433,10,10-Institucional,Cluster 0
10,Institucional,800124979-1,22,7442,19,10-Institucional,Cluster 0
