Codigo distrito,Nombre tipo zona,Nit cliente-sucursal,Recency,Monetary,Frequency,Distrito-Nombretipozona,Cluster
50,Institucional,102516170-1,20,4073,2,50-Institucional,Cluster 0
50,Institucional,1102877552-1,8,2590,8,50-Institucional,Cluster 0
50,Institucional,1122651378-1,9,1590,6,50-Institucional,Cluster 0
50,Institucional,1140873885-1,13,475,1,50-Institucional,Cluster 0
50,Institucional,1140885068-1,11,2059,11,50-Institucional,Cluster 0
50,Institucional,16217905-1,9,1174,5,50-Institucional,Cluster 0
50,Institucional,17902269-1,6,810,1,50-Institucional,Cluster 0
50,Institucional,18916750-1,22,2248,1,50-Institucional,Cluster 0
50,Institucional,21908599-1,24,4243,17,50-Institucional,Cluster 0
50,Institucional,22466572-1,24,14854,23,50-Institucional,Cluster 0
50,Institucional,22472669-1,18,219,1,50-Institucional,Cluster 0
50,Institucional,22591201-1,18,1097,5,50-Institucional,Cluster 0
50,Institucional,28496481-1,9,497,1,50-Institucional,Cluster 0
50,Institucional,29121920-1,3,278,1,50-Institucional,Cluster 0
50,Institucional,32650826-1,9,700,1,50-Institucional,Cluster 0
50,Institucional,32890426-1,6,240,1,50-Institucional,Cluster 0
50,Institucional,40784565-1,19,5307,9,50-Institucional,Cluster 0
50,Institucional,55314289-1,11,70,1,50-Institucional,Cluster 0
50,Institucional,72006145-1,19,2969,1,50-Institucional,Cluster 0
50,Institucional,72135904-1,20,833,4,50-Institucional,Cluster 0
50,Institucional,72154039-1,9,207,1,50-Institucional,Cluster 0
50,Institucional,72156418-1,13,1894,6,50-Institucional,Cluster 0
50,Institucional,72176146-1,23,9679,14,50-Institucional,Cluster 0
50,Institucional,72186076-1,24,498,2,50-Institucional,Cluster 0
50,Institucional,72207735-1,20,360,1,50-Institucional,Cluster 0
50,Institucional,72259798-1,21,4337,5,50-Institucional,Cluster 0
50,Institucional,72309561-1,21,2142,4,50-Institucional,Cluster 0
50,Institucional,7477738-1,22,365,1,50-Institucional,Cluster 0
50,Institucional,7478177-1,3,2242,3,50-Institucional,Cluster 0
50,Institucional,800011566-1,24,4957,24,50-Institucional,Cluster 0
50,Institucional,800026212-1,20,52,1,50-Institucional,Cluster 0
50,Institucional,800031439-1,23,2486,11,50-Institucional,Cluster 0
50,Institucional,800036052-1,23,52268,20,50-Institucional,Cluster 0
50,Institucional,800048373-1,18,2484,2,50-Institucional,Cluster 0
50,Institucional,800063024-1,22,26432,13,50-Institucional,Cluster 0
50,Institucional,800101992-1,12,402,3,50-Institucional,Cluster 0
50,Institucional,800102175-1,14,552,1,50-Institucional,Cluster 0
50,Institucional,800107352-1,24,2680,11,50-Institucional,Cluster 0
50,Institucional,800125313-1,9,3400,1,50-Institucional,Cluster 0
50,Institucional,800130653-1,17,2537,2,50-Institucional,Cluster 0
50,Institucional,800131518-1,11,313,1,50-Institucional,Cluster 0
50,Institucional,800131518-2,5,583,3,50-Institucional,Cluster 0
50,Institucional,800145006-1,20,158,1,50-Institucional,Cluster 0
50,Institucional,800146458-1,21,5998,14,50-Institucional,Cluster 0
50,Institucional,800154006-1,24,3742,9,50-Institucional,Cluster 0
