Codigo distrito,Nombre tipo zona,Nit cliente-sucursal,Recency,Monetary,Frequency,Distrito-Nombretipozona,Cluster
40,V Horeca,1001370797-1,24,4792,4,40-V Horeca,Cluster 0
40,V Horeca,1017124728-1,17,330,2,40-V Horeca,Cluster 0
40,V Horeca,1039450734-1,17,14,1,40-V Horeca,Cluster 0
40,V Horeca,1128266700-1,21,2274,2,40-V Horeca,Cluster 0
40,V Horeca,1128424463-1,16,123,1,40-V Horeca,Cluster 0
40,V Horeca,1152206835-1,24,1379,10,40-V Horeca,Cluster 0
40,V Horeca,16051582-1,23,569,1,40-V Horeca,Cluster 0
40,V Horeca,18496568-1,15,113,1,40-V Horeca,Cluster 0
40,V Horeca,21562809-1,23,14430,8,40-V Horeca,Cluster 3
40,V Horeca,3396316-1,24,1671,5,40-V Horeca,Cluster 0
40,V Horeca,35394375-1,22,2447,9,40-V Horeca,Cluster 0
40,V Horeca,43525715-1,18,202,1,40-V Horeca,Cluster 0
40,V Horeca,43617968-1,24,4798,22,40-V Horeca,Cluster 0
40,V Horeca,700055296-1,23,2754,4,40-V Horeca,Cluster 0
40,V Horeca,70049745-1,24,2142,9,40-V Horeca,Cluster 0
40,V Horeca,70782507-1,7,591,3,40-V Horeca,Cluster 0
40,V Horeca,71613327-1,24,102310,20,40-V Horeca,Cluster 1
40,V Horeca,71660538-1,24,16191,12,40-V Horeca,Cluster 3
40,V Horeca,71762678-1,21,196,3,40-V Horeca,Cluster 0
40,V Horeca,800008511-1,21,82,1,40-V Horeca,Cluster 0
40,V Horeca,800207760-1,14,2185,10,40-V Horeca,Cluster 0
40,V Horeca,811012295-1,24,9028,9,40-V Horeca,Cluster 0
40,V Horeca,811017804-1,23,17919,22,40-V Horeca,Cluster 3
40,V Horeca,811038128-1,15,34592,1,40-V Horeca,Cluster 3
40,V Horeca,811040256-1,23,10169,5,40-V Horeca,Cluster 0
40,V Horeca,860002693-1,14,37,1,40-V Horeca,Cluster 0
40,V Horeca,890902566-1,24,1919,3,40-V Horeca,Cluster 0
40,V Horeca,890917265-1,24,22098,8,40-V Horeca,Cluster 3
40,V Horeca,890923402-1,22,54071,8,40-V Horeca,Cluster 2
40,V Horeca,890938952-1,24,12207,4,40-V Horeca,Cluster 3
40,V Horeca,890942360-1,24,11934,18,40-V Horeca,Cluster 3
40,V Horeca,890943134-1,24,129,1,40-V Horeca,Cluster 0
40,V Horeca,900196919-1,23,2589,7,40-V Horeca,Cluster 0
40,V Horeca,900201094-1,24,69086,11,40-V Horeca,Cluster 2
40,V Horeca,900294901-1,24,10231,5,40-V Horeca,Cluster 0
40,V Horeca,900306791-1,23,1185,3,40-V Horeca,Cluster 0
40,V Horeca,900360635-1,7,86,1,40-V Horeca,Cluster 0
40,V Horeca,900409928-1,24,736,3,40-V Horeca,Cluster 0
40,V Horeca,900432179-1,24,113475,8,40-V Horeca,Cluster 1
40,V Horeca,900438878-1,24,4376,2,40-V Horeca,Cluster 0
40,V Horeca,900564654-1,14,9193,4,40-V Horeca,Cluster 0
40,V Horeca,900573713-1,24,7997,5,40-V Horeca,Cluster 0
40,V Horeca,900586815-1,24,3212,5,40-V Horeca,Cluster 0
40,V Horeca,900627810-1,21,2343,7,40-V Horeca,Cluster 0
